"","Location","Sex","Age","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9_1","Q9_2","Q9_3","Q9_4","Q9_5","Q9_6","Q9_7","Q9_8","Q9_9","Q9_10","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q27_1","Q27_2"
"574","Center","male","55-64",1,1,0,0,0,1,-1,1,0,-1,0,-2,0,-2,-2,0,0,0,0,1,-1,-2,-1,0,-2,-1,-1
"575","North","male","55-64",0,1,0,0,0,0,-1,-1,-1,-1,0,-1,0,-2,-1,0,0,-1,0,-1,-1,0,-1,0,-1,-1,1
"576","Tel Aviv","female","55-64",0,1,-2,1,0,-1,-2,-1,1,-1,1,-2,1,-2,0,1,-1,1,1,1,-2,-2,1,-2,1,1,1
"577","Judea and Samaria","female","55-64",1,1,-1,1,1,0,-1,-1,0,-2,1,-1,0,-2,0,1,1,1,-2,-2,-2,-2,1,1,0,1,0
"578","South","male","55-64",0,0,-1,0,0,0,NA,1,0,-2,NA,-1,1,-2,-1,1,1,-1,1,-2,-2,-2,1,-2,-1,1,-1
"579","Jerusalem","female","55-64",-1,1,-2,-1,-1,-1,-2,0,1,0,0,-1,1,0,1,1,1,1,-1,0,NA,-1,0,NA,0,0,0
"580","Haifa","male","55-64",-1,1,-1,0,0,0,-2,1,-1,NA,-2,-2,1,-2,0,-1,-2,-2,-2,-2,-2,-1,0,1,-1,-2,-1
"581","Tel Aviv","female","55-64",0,1,-2,1,-1,1,0,-2,-2,-2,-2,-2,-1,-1,0,1,1,0,0,-2,-2,1,-2,-1,0,-1,-1
"582","Tel Aviv","female","55-64",0,1,0,0,0,0,-1,NA,0,-1,-1,-2,-1,-1,-1,NA,0,-1,NA,NA,NA,NA,NA,0,NA,-1,-1
"583","Center","female","55-64",0,2,-1,1,0,0,-2,1,0,0,1,-2,0,-1,0,1,1,0,-2,0,0,-1,0,-1,0,0,1
"584","Center","female","55-64",1,0,-1,0,0,-1,NA,-1,0,-1,NA,-1,-1,-1,0,1,NA,NA,-1,0,NA,-1,0,0,NA,NA,NA
"585","Haifa","female","55-64",0,0,-1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-2,0,0,0,0,-1,-2,0,-1,0,0,0,-1,0
"586","Center","female","55-64",-2,-2,-2,-1,1,0,-1,-1,0,0,0,-2,0,-2,1,1,1,1,1,1,-1,-2,-2,0,0,0,0
"587","North","female","55-64",0,0,-2,NA,1,-2,-1,-1,-1,-1,0,-1,1,-1,1,1,NA,-1,-2,-2,0,0,-1,-1,1,0,-1
"588","Tel Aviv","male","55-64",2,2,-1,-1,1,-1,-1,1,0,-2,-2,-2,-2,-2,-2,0,0,-1,-1,1,-1,-2,0,0,-2,-1,-1
"589","Tel Aviv","female","55-64",-1,1,-2,1,-1,0,-2,1,0,-1,-1,-1,1,-1,1,1,1,1,-2,-1,0,0,-2,0,1,0,1
"590","Tel Aviv","female","55-64",1,NA,-1,0,1,-1,-1,1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,0,-2,0,1,-2,0,0,-1,-1
"591","Tel Aviv","male","55-64",0,2,-1,1,1,0,-1,1,-2,-2,0,-2,0,-2,0,1,-1,-1,-1,1,-1,-2,1,0,0,-1,-1
"592","Jerusalem","female","55-64",0,1,-2,-1,1,0,0,-2,0,-1,0,-1,0,NA,0,1,0,0,-2,-2,-2,-1,-2,-2,-1,0,0
"593","Haifa","male","55-64",1,2,-1,1,1,1,-2,0,1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,-1,-2,-1,-1,-1,-1,-1
"594","Haifa","female","55-64",2,2,0,1,1,-1,-1,-1,1,-2,-1,-2,0,-2,-1,1,0,-1,-2,0,-1,0,-1,1,0,-1,1
"595","Haifa","female","55-64",1,2,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,NA,0,-1,-1,0,-1,-1,-1,0
"596","Haifa","female","55-64",1,1,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-2,-1,-1,-1,0,-2,0,-1,0,-1,-1,-1,-1
"597","Center","female","55-64",0,1,-1,1,1,0,-2,1,0,-1,-1,NA,1,-1,0,1,1,-1,0,-1,-2,-2,0,1,-1,-1,1
"598","Haifa","female","55-64",0,0,-1,NA,1,NA,-1,0,NA,NA,NA,NA,NA,NA,1,0,0,1,-1,-1,NA,-2,0,-1,0,0,0
"599","Tel Aviv","female","55-64",-2,1,-2,0,0,1,-2,-2,1,0,1,-2,0,-2,0,1,1,1,1,0,-2,-1,0,1,-1,-1,-1
"600","Haifa","male","55-64",1,1,0,0,1,0,-1,-1,0,-1,-1,-2,-1,-2,-1,0,0,0,-1,0,-2,1,-2,-1,-2,-1,-1
"601","Haifa","male","55-64",-2,0,-2,-2,-2,-1,-2,0,-1,-2,1,1,1,1,1,1,-1,1,1,1,-1,-2,-1,-2,-2,1,1
"602","North","male","55-64",-2,1,-2,NA,0,1,-1,-1,0,-1,-1,-1,0,0,1,0,0,0,1,-2,-2,1,-2,-1,1,1,-1
"603","Haifa","male","55-64",1,1,0,0,1,0,-1,-2,-1,-2,-1,-1,0,-2,0,1,0,-1,-2,-2,-2,-2,1,-2,1,-1,1
"604","North","male","55-64",1,1,0,1,1,0,-2,-1,-1,-2,-1,-2,-2,-2,-1,-1,-1,-1,0,-1,0,-2,-1,-1,-1,-1,-1
"605","South","female","55-64",-1,1,-2,-1,1,-2,-1,-2,1,0,0,0,0,-1,0,1,0,0,-2,-2,-2,1,-2,1,1,NA,0
"606","Haifa","male","55-64",1,2,-1,-2,-1,-2,-2,-2,0,0,-1,-2,1,-1,0,1,-1,0,0,-2,-2,-2,-2,1,1,0,NA
"607","Center","male","55-64",2,2,1,1,1,1,-2,-1,-1,-2,-1,-2,0,-1,-1,0,-1,-1,-2,-2,0,-2,1,-1,0,-1,1
"608","Haifa","female","55-64",1,1,NA,0,1,-2,-1,1,-1,1,-1,NA,-1,-2,-1,1,-2,-1,-1,1,-2,-2,1,0,NA,0,0
"609","Center","female","55-64",0,-1,-1,1,1,0,-1,0,0,0,0,NA,0,-1,0,1,0,0,-1,-1,-2,-2,1,0,-1,0,1
"610","Tel Aviv","male","55-64",1,1,-1,1,0,1,-1,-1,0,-1,0,-1,0,0,0,0,0,-1,-2,-2,-2,1,-2,0,1,-1,NA
"611","Tel Aviv","female","55-64",0,1,-2,0,-1,0,0,-2,0,-1,0,-1,0,-1,0,1,0,0,-1,-1,-2,0,-1,-1,0,0,-1
"612","Haifa","female","55-64",2,2,NA,1,1,0,0,1,-1,-2,-2,NA,-1,-2,-2,-2,-1,-1,1,-2,-2,-2,1,-2,-2,-1,0
"613","Haifa","female","55-64",-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,0,0
"614","North","female","55-64",0,0,-2,1,1,-1,-2,1,0,-2,0,-2,1,-2,1,1,0,1,-2,1,-1,-1,0,-2,-1,1,0
"615","Haifa","male","55-64",-2,2,-2,-2,-2,1,-2,-2,0,-1,1,0,1,1,1,1,-1,1,-2,-2,1,1,-2,1,1,1,0
"616","Jerusalem","male","65+",NA,NA,-2,NA,NA,0,-2,1,1,1,1,1,1,0,1,0,1,1,-2,-2,0,-2,1,1,1,1,0
"617","Tel Aviv","female","65+",0,1,0,0,1,-1,NA,-1,1,0,0,-1,0,-1,0,0,1,0,0,-2,NA,-2,0,NA,-1,-1,-1
"618","Tel Aviv","female","65+",1,2,-1,1,0,1,-2,1,1,1,-1,1,1,-2,-1,-1,1,1,-1,-2,-2,-2,1,1,0,-1,1
"619","Tel Aviv","female","65+",-1,-1,0,1,1,1,NA,1,NA,0,-2,-2,0,-2,-2,1,NA,NA,NA,1,-2,-2,1,NA,NA,NA,-2
"620","Center","male","65+",0,-2,-2,-2,1,1,1,1,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-1,-1
"621","Center","female","65+",0,-1,-2,1,-1,0,-2,1,0,0,-1,-1,0,-2,1,0,-1,NA,-2,1,-2,-2,1,-2,1,1,1
"622","Tel Aviv","male","65+",2,2,1,1,1,0,0,1,1,-2,-2,-2,-2,-2,-2,-1,1,0,-2,1,-2,-2,1,0,-1,-2,1
"623","Jerusalem","female","65+",2,1,0,0,1,0,-1,1,1,0,0,1,0,-1,0,0,1,1,-1,1,1,-2,1,0,1,-1,-1
"624","South","female","65+",0,0,-1,-1,0,0,-2,-1,1,0,NA,-2,0,-1,0,0,0,0,1,1,-2,NA,NA,NA,NA,NA,NA
"625","South","female","65+",0,1,0,1,1,-1,-1,NA,1,-1,-1,-2,-2,-2,-1,-1,1,NA,-2,1,-1,-2,1,-2,NA,NA,0
"626","Tel Aviv","female","65+",0,1,-1,1,1,NA,-2,1,NA,1,1,NA,1,-2,1,0,NA,1,-2,-2,1,-1,0,1,-2,-1,-1
"627","Tel Aviv","female","65+",-2,0,-2,1,1,1,NA,-2,0,0,-2,1,1,-2,1,0,NA,-1,-2,-2,-2,-1,1,0,-1,-2,1
"628","Jerusalem","female","65+",0,0,-1,-2,1,-2,-2,1,0,-1,-1,-1,-1,-1,-1,-1,1,NA,1,-1,-1,-1,0,0,-1,-1,-1
"629","Tel Aviv","female","65+",1,-1,-1,0,1,-1,-2,-1,0,0,1,-2,1,-2,1,0,1,NA,-2,1,0,NA,NA,-1,1,0,0
"630","Center","female","65+",0,0,-1,1,1,-1,-2,0,-1,0,1,-2,0,-2,0,-2,0,0,1,1,-1,-1,0,NA,1,0,-1
"631","Haifa","female","65+",0,0,-1,0,1,-1,-2,1,0,0,0,NA,-1,-2,-1,0,0,0,0,1,-1,-2,1,-1,NA,-1,0
"632","Haifa","female","65+",0,0,0,1,1,1,-1,1,0,0,1,-2,0,-2,1,1,0,0,-2,NA,-2,-2,0,-1,1,0,0
"633","Tel Aviv","female","65+",1,-1,0,0,1,-1,-2,NA,0,-2,-1,-2,NA,1,0,1,1,-1,-1,NA,-2,-2,-2,NA,NA,-2,NA
"634","Jerusalem","male","65+",1,1,NA,0,1,0,0,-1,1,-2,-1,1,0,-1,0,0,0,0,0,-1,-1,-1,-2,0,-1,0,-1
"635","South","female","65+",-2,2,NA,0,1,-2,-2,1,1,-1,NA,-2,-1,-2,NA,1,0,NA,-2,NA,-1,-2,1,0,1,NA,1
"636","Center","female","65+",0,-1,-1,1,1,0,1,1,0,-2,-1,-2,0,-2,0,0,0,0,0,0,-1,-2,1,-2,-1,0,0
"637","North","female","65+",0,0,0,0,1,0,0,1,0,1,1,-2,0,-2,0,0,0,1,-2,1,-2,-2,1,0,1,0,-1
"638","Jerusalem","male","65+",2,2,NA,1,1,1,-1,1,0,-1,0,1,1,-1,-1,1,1,1,-2,1,-1,-2,1,1,0,0,-1
"639","Center","female","65+",2,-1,0,0,1,-2,0,1,0,-2,-1,-2,-2,-2,-2,NA,-1,-1,0,1,0,-2,1,-1,-2,-1,0
"640","North","female","65+",0,1,0,1,1,0,-1,1,0,-1,-1,-2,0,-2,0,0,0,0,-1,1,1,-2,1,NA,0,-1,-1
"641","South","female","65+",1,1,0,0,0,0,-2,0,1,NA,-1,-1,-1,-2,-1,-1,0,0,NA,-1,-1,-1,0,0,-1,-1,-1
"642","Tel Aviv","female","65+",0,0,0,0,1,-1,-1,-1,0,-2,-1,-2,0,-2,-1,-1,0,0,1,0,-2,-1,0,0,-1,0,-1
"643","Tel Aviv","male","65+",NA,2,-1,1,1,1,-1,0,0,-2,-2,-2,-2,-1,0,1,1,1,-2,0,-2,NA,-2,0,0,-1,0
"644","South","male","65+",1,1,1,1,1,0,NA,1,0,0,-1,NA,0,-1,0,NA,0,0,-1,0,-1,-2,1,-1,-1,0,-1
"645","Center","female","65+",0,1,0,1,1,-1,-1,0,0,-1,0,-2,0,-1,0,1,0,0,-1,0,-2,-2,1,-1,1,-1,NA
"646","Tel Aviv","female","65+",1,1,0,0,1,0,-1,0,-1,-1,-1,-1,0,-2,-1,0,0,0,-1,0,-1,-2,0,-1,1,-1,-1
"647","Tel Aviv","female","65+",1,1,1,1,1,1,-1,1,NA,-2,-2,-2,-2,-2,-1,0,-1,NA,0,-2,0,-2,1,0,NA,-2,-2
"648","Haifa","female","65+",1,-1,0,1,1,0,-1,1,0,-2,NA,-2,-1,-2,-1,NA,-1,0,0,-1,-2,1,-2,-2,-1,NA,NA
"649","South","female","65+",0,1,-1,1,-1,0,-1,-2,0,-1,NA,NA,0,-1,0,1,0,0,-1,-1,-2,-1,NA,0,1,0,-1
"650","Tel Aviv","female","65+",1,1,0,-1,1,-2,-2,0,1,-2,-2,-2,NA,-2,0,-2,NA,0,0,-2,0,-2,1,0,-1,-1,-1
"651","Center","male","65+",2,2,1,1,1,0,-2,1,0,-2,-1,-1,-1,-2,-2,-1,0,-1,0,-2,-2,-2,1,-2,0,-1,-2
"652","Haifa","female","65+",0,1,-1,0,1,0,-1,-1,0,0,-1,-1,0,-2,-1,-1,-1,0,1,1,-1,NA,NA,NA,0,NA,NA
"653","Center","male","65+",1,1,0,1,1,1,-1,1,0,-1,1,-1,NA,-1,-1,-1,1,1,0,0,-2,-2,0,1,-1,0,-1
"654","North","female","65+",NA,1,NA,1,0,-2,-2,NA,0,-1,1,0,0,-2,1,NA,-1,NA,-2,-1,-2,NA,0,1,1,NA,1
"655","Tel Aviv","male","65+",1,1,-1,1,1,0,-1,0,1,-2,0,-1,-1,-2,0,1,0,0,-1,-1,-1,-2,-2,-1,-2,-1,-1
"656","Tel Aviv","female","65+",1,1,-1,0,1,0,-1,-1,0,-2,1,NA,1,-1,0,1,0,0,-1,1,-2,-2,1,-2,1,-1,-1
"657","Jerusalem","male","65+",2,1,0,1,1,1,-2,-1,-1,-2,-1,-1,-1,-2,-1,0,0,-1,0,-2,-1,1,-2,-1,-2,-1,-1
"658","Haifa","male","65+",0,1,0,0,1,0,-2,-1,-1,-1,0,NA,0,-1,-1,1,0,-1,-1,-2,0,1,-2,-1,-1,0,1
"659","Tel Aviv","male","65+",0,1,-1,1,1,0,-1,0,-1,-1,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,0,1,0,NA
"660","South","female","65+",0,1,-1,1,0,0,-2,-1,-1,-2,1,-1,0,-1,1,1,1,1,-2,-2,-1,-1,NA,-1,1,-1,1
"661","Haifa","female","65+",1,1,-2,0,1,-1,-2,-1,0,-2,0,0,0,-2,NA,1,0,0,-1,1,NA,-1,0,-1,0,-1,-1
"662","Haifa","female","65+",1,1,-1,1,1,0,-1,-1,0,-1,-1,-2,0,-2,-1,1,-1,-1,0,1,-1,-2,1,-1,-1,0,-1
"663","North","male","65+",0,0,0,0,NA,0,-2,1,-1,-2,-1,-2,0,-2,-1,NA,0,-1,1,1,-2,-2,1,-1,1,-2,-2
"664","North","female","65+",-1,1,-2,1,-2,1,-1,-2,-1,-2,0,-2,0,-1,0,1,0,0,-1,-2,-1,1,-2,1,0,-1,-1
"665","North","male","65+",0,1,-1,1,0,0,-1,-2,0,-1,0,-1,0,-1,0,1,-1,0,-1,-2,-2,-1,-1,-1,0,0,0
"666","Tel Aviv","male","65+",0,2,-2,1,0,0,-1,-2,-1,-1,0,-1,1,-2,1,NA,0,-1,-2,-1,-1,-1,0,-1,-1,0,-1
"667","Tel Aviv","female","65+",0,0,-1,NA,1,-1,-2,-1,0,-2,-2,NA,0,-1,-1,1,-1,NA,-1,-2,-1,1,0,1,1,0,1
"668","Tel Aviv","male","65+",0,1,0,1,1,0,0,-1,-1,-1,0,0,0,-2,0,1,0,0,-1,NA,-1,NA,0,-1,1,-1,-1
"669","North","male","65+",-2,-1,-2,1,1,1,-1,-1,0,0,0,0,0,-1,0,1,1,0,-2,0,-1,0,-1,1,1,1,-1
"670","Center","male","65+",0,1,-2,0,0,1,-1,1,-2,-2,-1,-2,-1,-2,0,0,0,0,-2,1,-2,-1,1,-1,1,-1,-1
"671","Haifa","male","65+",1,1,-1,0,0,0,-1,1,NA,-1,-1,-2,0,-1,0,1,0,0,-1,0,-1,-1,0,-1,0,NA,NA
"672","North","male","65+",0,1,-1,1,1,1,-1,0,-2,-2,0,-2,-2,-2,-2,NA,0,-2,1,-2,-2,-2,1,-2,-2,-1,-1
"673","Tel Aviv","male","65+",1,1,0,0,1,0,-2,-1,-1,-2,-1,-2,0,-2,0,0,-1,-2,1,0,-2,1,-2,-1,1,-1,1
"674","Center","female","65+",0,1,-1,0,1,0,-1,0,-1,0,-1,0,0,-2,0,0,0,0,-1,1,-1,-2,0,1,0,-1,-1
"675","Haifa","female","65+",0,2,-2,1,1,0,-1,-2,0,-1,0,-2,0,-2,0,1,-2,-1,-1,-2,-2,-2,-1,-2,0,-1,0
"676","Center","male","65+",1,1,0,0,1,0,-1,-1,1,-1,0,0,0,-2,0,1,1,0,-1,-1,-1,0,-1,0,1,-1,-2
"677","Haifa","female","65+",0,1,0,0,0,0,-2,1,-1,NA,-1,-1,NA,0,NA,NA,-2,NA,0,0,-1,-2,0,NA,0,-1,-1
"678","South","male","65+",0,1,-1,0,1,-1,-2,-1,-1,-1,0,-2,-2,-2,0,1,0,0,-1,1,0,-2,-1,-2,0,1,0
"679","Center","male","65+",0,0,-2,1,0,0,-2,0,0,-2,0,-2,1,-2,0,0,-1,-1,-2,0,-1,-2,-1,0,1,0,1
"680","Tel Aviv","female","65+",2,2,-2,1,1,1,-2,-2,1,-2,-2,NA,1,-2,1,1,0,1,-2,1,0,-2,1,-1,1,-1,1
"681","Tel Aviv","female","65+",-1,0,-2,-1,0,0,-2,-1,-1,-1,1,NA,0,-1,0,0,0,1,-2,-1,0,-2,0,-2,0,0,0
"682","Center","male","65+",1,1,-1,0,1,1,-1,1,0,-1,-1,-1,0,-2,0,0,-2,-1,-1,-2,-2,-2,-1,-2,-2,-1,-1
"683","South","female","65+",0,1,-2,0,1,0,-2,-2,0,-1,0,-2,0,-2,0,1,0,0,-2,-2,-2,-2,1,-1,1,NA,NA
"684","Jerusalem","female","65+",-2,0,-2,1,1,0,-2,1,0,-1,-1,-2,0,-2,0,1,1,-1,1,1,-2,-2,1,1,1,-1,-1
"685","Tel Aviv","female","65+",-2,1,-1,1,1,0,-2,-2,1,-1,0,-2,0,-2,0,0,1,NA,-2,-2,-2,-2,1,1,0,0,0
"686","Tel Aviv","male","65+",-1,0,-1,1,1,1,-1,-2,-1,-2,-1,-1,0,-1,1,1,0,0,-1,-2,-1,1,-2,-1,0,-1,-1
"687","Tel Aviv","female","65+",0,1,NA,1,1,-2,-2,NA,NA,NA,NA,-1,-1,-2,-1,NA,NA,NA,NA,NA,NA,-1,0,NA,1,-1,0
"688","Jerusalem","female","65+",0,1,-1,1,0,0,-1,-1,-1,-2,-1,-1,-1,-1,0,1,1,1,NA,-2,0,1,-2,-1,1,0,0
"689","Haifa","female","65+",0,1,-1,1,1,1,-2,0,0,-2,1,-2,1,-2,1,1,0,0,-2,1,-2,-2,1,1,1,1,0
"690","Judea and Samaria","male","65+",1,1,-1,0,0,1,-1,-1,0,-1,0,-1,-1,-2,0,0,0,0,-1,-1,-2,-2,1,0,0,-1,-1
"691","Tel Aviv","female","65+",1,1,0,1,1,0,-1,-1,0,-2,0,-2,-1,-2,-2,0,-1,0,0,1,-1,-2,1,1,-1,NA,NA
"692","North","male","65+",1,1,-2,0,0,1,NA,-1,-1,0,0,0,0,NA,1,1,0,1,-1,-1,-2,1,-2,1,1,-2,-2
"693","Tel Aviv","male","65+",1,1,-1,1,1,0,-1,0,0,0,-1,-1,-1,-2,-1,0,0,0,-2,1,-2,-2,-2,0,-2,-1,0
"694","Tel Aviv","female","65+",-2,1,-1,1,1,-1,-2,NA,0,-1,NA,-2,1,-2,1,1,1,0,-1,1,NA,-1,0,-1,1,0,0
"695","Haifa","female","65+",1,2,0,1,1,0,0,1,0,0,-1,-2,-1,-2,0,1,1,-1,1,1,-2,-2,1,-1,1,-1,0
"696","South","female","65+",0,-1,-1,-2,0,-1,-2,1,0,0,1,-1,1,-2,-1,NA,0,0,-2,0,-2,-2,1,1,1,1,1
"697","Center","female","65+",1,1,NA,1,1,-1,-1,NA,-1,-2,-1,-1,-1,-2,-1,NA,NA,-1,-1,0,-1,-1,0,0,-2,-1,NA
"698","Tel Aviv","female","65+",-1,2,-2,1,NA,1,-2,-2,-1,-1,NA,-1,0,-1,1,NA,0,NA,NA,-1,-2,1,-2,1,1,NA,-1
"699","Center","male","65+",1,1,-1,0,0,-1,-1,1,0,-2,-1,-2,-1,-2,0,0,0,NA,0,1,-2,-2,-1,-2,0,1,0
"700","Tel Aviv","female","65+",-1,1,-2,NA,0,-1,-2,0,0,-2,-1,-2,0,-2,0,1,0,1,-2,1,NA,-1,1,1,1,0,1
"701","South","male","65+",0,1,-2,0,NA,0,-2,-2,0,-2,-1,-2,0,-1,0,1,-1,0,0,-2,-2,0,-1,1,-1,-1,-1
"702","Haifa","female","65+",1,1,0,1,1,-1,-1,0,0,0,1,-1,0,-1,0,0,NA,NA,-2,1,-1,-2,0,-2,0,0,0
"703","Haifa","female","65+",0,0,-2,1,1,0,0,-1,0,-2,0,-2,0,-2,1,0,0,1,-2,0,-2,-1,1,-2,1,-1,-1
"704","Tel Aviv","male","65+",1,0,-1,1,1,0,-2,-1,-1,-1,0,-2,0,0,0,NA,0,0,1,-2,-2,-2,-1,1,-1,0,0
"705","Haifa","female","65+",0,0,NA,-2,1,0,0,-1,-2,-2,-1,-2,-1,-2,0,0,-1,-1,-1,-2,-2,-2,1,-1,-2,0,-1
"706","Jerusalem","female","65+",0,0,0,1,1,0,0,-1,0,-1,-1,-1,0,-2,0,1,1,0,0,1,-2,-2,0,0,-1,-1,0
"707","Jerusalem","male","65+",0,1,-2,1,-1,1,-1,-1,0,-2,1,-2,0,-2,0,0,0,-1,-2,-2,0,-2,1,-2,1,1,-1
"708","Tel Aviv","male","65+",1,2,0,1,1,1,-1,-1,0,-2,0,-2,-1,-2,-2,-1,0,0,-2,1,0,-2,1,-2,1,-1,-1
"709","Haifa","male","65+",1,1,-2,0,1,0,-1,-1,-1,-1,0,-1,-2,-1,-2,1,0,0,-2,1,1,-1,-1,-1,1,0,0
"710","Center","female","65+",NA,-1,-1,NA,NA,-1,-2,1,1,NA,-1,1,-2,-2,-2,1,-1,NA,NA,NA,-1,-1,NA,NA,NA,NA,-2
"711","South","male","65+",0,1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,0,-2,0,0,0,0,-1,0,-1,-1,-1,0,0,-1,-1
"712","Tel Aviv","male","65+",1,1,-1,1,1,-1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,1,-1,-2,-2,-1,-2,0,0,0,1
"713","North","female","65+",0,1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,-1,-1,-1,-1,0,-1,-1,0,-1
"714","Tel Aviv","male","65+",0,1,-2,1,0,0,-1,-1,-1,-1,0,-1,0,-2,1,1,0,-1,-2,NA,-1,-1,0,1,-1,0,NA
"715","Center","male","65+",1,0,0,1,1,1,-2,0,1,0,0,1,0,-1,0,0,0,-1,1,1,1,-2,1,0,1,-1,1
"716","South","male","65+",-1,0,-1,-1,-1,0,-2,1,1,-1,0,-1,1,-1,0,1,1,0,-2,1,-2,-1,0,-1,0,0,0
"717","South","male","65+",0,1,-2,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-2,-1,-1,-2,1,0,1,1,1
"718","Center","female","65+",-1,1,-2,-1,0,0,-2,-1,0,-2,-1,-2,1,-1,1,1,1,0,-2,-2,-2,1,-2,-1,1,0,-1
"719","Center","male","65+",0,1,-2,1,1,0,-1,-1,-1,-1,0,-2,0,-2,0,1,0,1,0,-1,-1,0,-1,-1,-1,0,1
